CLE_ABONNEMENT,DATE_ENTREE_LOCAL_ABONNEMENT,DATE_SOUSCRIPTION_ABONNEMENT,DATE_RESILIATION_ABONNEMENT
GN_1180380301197203,2018-02-07,2018-02-08,
GN_1180380300862903,1999-01-25,,
GN_1184284200081301,1994-06-23,,
GN_1180180103635202,2003-08-20,2003-08-20,2016-03-31
GN_1180380300157103,2006-01-03,2006-01-03,
GN_1184184100394203,2016-12-29,2016-12-29,
GN_1180380300787104,2017-05-19,2017-05-19,2020-06-30
GN_1184184100415001,1992-07-01,,
GN_1180280200449905,2015-02-24,2016-03-25,2021-03-30
GN_1180280200473201,,,
GN_1180180102198002,2005-10-01,2005-10-06,2024-10-22
GN_1180180103273204,2005-12-27,2006-01-04,2022-12-23
GN_1184284200076102,2010-01-25,2010-01-25,
GN_1184284200162401,1996-05-13,,2022-09-05
GN_1184184100044001,,,2019-02-18
GN_1180180100243204,1999-07-01,1999-10-19,
GN_1180880800029101,,,
GN_1180180102678403,2000-04-05,2000-04-05,2022-07-27
GN_1180180103443702,2003-06-25,2003-07-21,
GN_1180180100783801,,,2019-10-30
GN_1180180104059201,2009-09-30,2009-09-30,
GN_1184184100273201,,,
GN_1180380300867403,2007-10-10,2007-10-10,
GN_1180180101913502,,,
GN_1180180102097402,2007-10-23,2007-10-23,
GN_1180180103245401,,,
GN_1181281299800102,1995-02-22,,1995-05-09
GN_1180880899800601,2010-07-01,2010-08-16,2013-05-31
GN_1180380301248302,2015-09-30,2015-09-30,
GN_1180480400843401,2000-06-21,2000-10-25,
GN_1180180103070704,1998-01-14,,2001-10-10
GN_1180180102132203,2016-10-10,2016-10-10,
GN_1180180100175401,,,
GN_1181181100009103,,,2022-06-15
GN_1180280200093801,,,
GN_1180180101757905,2017-06-13,2017-06-13,
GN_1181181100017501,2009-07-01,2009-10-22,2024-10-14
GN_1181181199800601,2009-07-01,2009-10-22,2024-10-14
GN_1180480400136902,2005-08-26,2005-08-30,
GN_1180180102414601,1980-01-01,,2001-06-05
GN_1180380300918808,2008-04-17,2008-04-21,
GN_1180380300924201,,,
GN_1180180102902804,1996-08-01,,
GN_1180180100229803,2014-08-18,2014-08-18,
GN_1180180101491502,2008-07-10,2008-08-12,
GN_1180180103552105,2015-01-07,2015-02-06,2019-12-16
GN_1180180100360706,2012-07-16,2012-07-16,2023-11-23
GN_1180180104377902,2017-11-28,2017-11-28,
GN_1180380399800802,2018-08-24,2018-08-24,
GN_1180380301137103,2018-05-23,2018-06-01,
GN_1180180103666202,2016-01-01,2016-01-26,2016-02-09
GN_1180180101042704,2004-01-01,2004-12-10,
GN_1180180104525801,2023-01-03,2023-01-03,
GN_1180180103355505,2016-01-04,2016-06-15,2019-06-05
GN_1180180100111704,2016-06-26,2016-06-29,
GN_1180380300139102,1993-01-01,,2021-05-20
GN_1180380301007703,2000-08-17,2000-08-17,
GN_1180380300816701,,,
GN_1180380301198203,2016-09-05,2016-09-12,2024-10-03
GN_1180380300675202,2008-10-01,2008-10-01,2019-05-21
GN_1180380300924810,2018-01-03,2018-01-03,
GN_1180180100802803,2008-10-13,2008-11-17,
GN_1180180103370302,1997-11-28,,
GN_1180180102632202,2008-06-09,2008-06-12,2018-07-04
GN_1180380300655003,2008-01-22,2008-01-22,2024-04-03
GN_1180380301198202,2010-11-13,2010-12-29,2016-09-12
GN_1180180101844304,2013-02-01,2013-09-18,
GN_1180180102484702,1993-02-24,,
GN_1180180103624502,2018-03-29,2018-04-12,
GN_1180380300316502,1999-04-15,,2024-04-03
GN_1180380301011501,,,
GN_1180380300060802,1995-04-01,,
GN_1180380300924601,,,
GN_1180380301037702,1995-01-01,,2023-01-10
GN_1180180103691801,1999-08-23,1999-12-20,2019-08-27
GN_1180580500199001,1994-04-29,,
GN_1180480400033705,2009-08-01,2009-08-27,
GN_1180180102111602,2016-12-30,2016-12-30,
GN_1180180102111601,,,2016-12-30
GN_1180180102995603,2015-07-13,2015-07-13,
GN_1181181100010301,,,
GN_1181181100014201,1997-02-26,,
GN_1181181100010902,1997-02-05,,
GN_1180180102885302,2016-02-18,2016-02-18,
GN_1180180101004803,1996-08-01,,
GN_1180380301072403,2001-11-29,2001-12-04,
GN_1180180103431303,2003-01-01,2003-09-11,
GN_1180180100019204,2008-07-07,2008-07-07,
GN_1181181100013003,2014-01-01,2014-01-03,
GN_1180580500200801,1995-07-18,,
GN_1181181100003102,2003-06-10,2003-06-10,
GN_1180580500167401,,,
GN_1181181100003303,2003-05-20,2003-06-06,
GN_1180180100243706,2014-04-23,2014-05-14,
GN_1180180102762516,2017-03-23,2017-03-23,2019-01-07
GN_1180280200965102,2013-02-27,2013-02-26,2021-05-27
GN_1180180102696201,,,
GN_1180280200621201,,,
GN_1183183100254302,2011-09-08,2011-09-12,2021-02-15
GN_1180180100128805,2005-12-28,2005-12-28,
GN_1180180103067505,2013-03-13,2013-03-12,2020-10-26
GN_1180180102200102,2018-02-01,2018-01-31,2025-01-06
GN_1180180103668101,1998-06-18,,2022-09-27
GN_1180180104409101,2018-02-19,2018-02-16,2022-03-07
GN_1180180102310106,2013-06-24,2013-06-21,
GN_1180180100241401,,,
GN_1180380301031401,1992-07-24,,2023-03-20
GN_1180480400994201,2018-12-03,2019-09-20,
GN_1180780700355801,1999-12-07,2000-11-13,
GN_1180480400808401,1993-10-26,,
GN_1181181100015201,2001-07-01,2001-11-19,
GN_1181181100002802,1996-09-02,,
GN_1180180100195402,2009-04-17,2009-06-23,2018-03-28
GN_1180180100516501,,,2022-06-09
GN_1180180103802702,2012-05-01,2012-10-31,2021-11-30
GN_1180180104448201,2018-11-16,2019-01-24,
GN_1180180103751301,2002-01-01,2002-03-25,
GN_1180180102866606,2017-02-02,2017-02-02,
GN_1180180102476701,,,2021-05-07
GN_1180780700392002,2015-10-28,2015-10-28,
GN_1181181100013401,1991-01-01,,
GN_1180380301139103,2015-12-28,2016-01-15,2022-06-13
GN_1180180104434001,2018-07-03,2018-08-06,2021-03-22
GN_1180180102498009,2011-05-02,2011-05-04,2020-12-15
GN_1180180101645503,2017-05-01,2017-06-07,
GN_1180980900795502,2022-11-24,2022-11-24,
GN_1181881800001204,2011-10-31,2011-11-09,
GN_1181881800152001,1998-07-06,,
GN_1180780700203801,,,
GN_1180780700008701,,,
GN_1180780700009401,,,
GN_1180180103937802,2014-06-01,2014-06-10,2021-06-17
GN_1180180100248002,2024-05-31,2024-05-31,
GN_1180180100248001,,,2024-05-31
GN_1180180101064102,2000-01-01,2000-08-24,2020-11-06
GN_1180180103191003,2011-09-19,2011-09-19,2022-12-08
GN_1180280201066201,2024-09-26,2024-09-26,
GN_1180180100537301,,,
GN_1180180100509807,2013-01-03,2013-01-03,
GN_1180280200513503,1995-12-22,,2004-01-22
GN_1180180100572001,,,2016-06-30
GN_1184184100646701,2015-11-14,2016-01-19,2017-09-14
GN_1180780700316402,1993-01-01,,
GN_1180280201012001,2015-09-16,2015-11-16,
GN_1180180104326001,2015-09-22,2015-09-23,
GN_1180180104368701,2016-12-05,2016-12-08,
GN_1180180104129001,2010-11-09,2010-11-09,
GN_1182682600033503,2015-10-26,2015-10-28,
GN_1180180102168005,2014-06-01,2014-06-10,2019-05-22
GN_1180180100569103,2004-06-15,2004-06-21,2020-02-25
GN_1181881800159901,2001-10-03,2002-06-04,
GN_1181881800162401,2003-01-01,2003-01-01,
GN_1181881800005601,,,
GN_1181881800170801,2006-05-24,2006-08-25,
GN_1180180199803801,2009-07-01,2009-09-18,2014-04-24
GN_1180780700087001,,,
GN_1180180103418602,2011-06-16,2011-06-16,2020-08-31
GN_1180180103524305,2016-01-01,2016-12-08,
GN_1180180103594902,2017-12-19,2017-12-19,
GN_1180780700009303,,,2021-03-11
GN_1180780700009201,,,
GN_1180180100021704,1994-12-12,,
GN_1180180103022701,,,
GN_1180180102996502,2008-01-22,2008-01-22,
GN_1180180103408902,2003-07-01,2002-08-14,
GN_1180180103781602,2003-10-10,2004-02-24,
GN_1180180101030402,,,
GN_1180180103753601,2001-11-06,2002-06-27,
GN_1180180100132002,2017-08-17,2017-08-21,
GN_1180180101551803,2011-02-08,2011-02-08,2018-05-18
GN_1180180101659901,,,
GN_1180180103397501,1992-07-07,,
GN_1180180100782602,1990-07-01,,
GN_1180180104376901,2017-07-01,2017-08-22,
GN_1180180100896502,2016-05-19,2016-05-19,
GN_1180180101052702,2008-06-09,2008-06-09,
GN_1180180104390701,2017-07-22,2017-07-22,
GN_1180180102801506,2014-06-16,2014-06-18,
GN_1183283200096302,2005-07-20,2005-07-28,2022-04-01
GN_1181181100009602,1995-03-23,,
GN_1180180101833602,2016-10-30,2016-12-15,
GN_1180180104469301,2020-12-17,2021-04-13,
GN_1180180102666201,,,
GN_1183283200040602,2007-03-01,2007-03-07,2024-10-14
GN_1180180100031103,2012-09-07,2012-09-07,
GN_1180480400806001,1993-05-27,,
GN_1180280200766101,1998-01-01,,
GN_1180180102414702,2006-08-14,2006-08-14,
GN_1180180100297603,2015-04-16,2015-04-24,
GN_1180180103077701,,,
GN_1180180103078401,,,
GN_1180180103077501,,,
GN_1180180103077301,,,
GN_1180180103076601,,,
GN_1180180103076701,,,
GN_1180180103077201,,,
GN_1180180103075601,,,
GN_1180180103076301,,,
GN_1180180103077901,,,
GN_1180180103075901,,,
GN_1180180103075801,,,
GN_1180180103075701,,,
GN_1180180103078901,,,
GN_1180180103075301,,,
GN_1180180103074901,,,
GN_1180180103078701,,,
GN_1180180103077801,,,
GN_1180180103078501,,,
GN_1180180103076801,,,
GN_1180180103076101,,,
GN_1180180103076901,,,
GN_1180180103076501,,,
GN_1180180103076401,,,
GN_1180180103077102,2015-09-25,2015-12-03,
GN_1180180103075201,,,
GN_1180180103077601,,,
GN_1180180103078301,,,
GN_1180180103078101,,,
GN_1180180103076001,,,
GN_1180180103079001,,,
GN_1180180103075501,,,
GN_1180180103078601,,,
GN_1180180103078801,,,
GN_1180180103078001,,,
GN_1180180103077401,,,
GN_1180180103076201,,,
GN_1180180103075101,,,
GN_1180180103077001,,,
GN_1180180103078202,2017-11-17,2017-11-17,
GN_1180180103075401,,,
GN_1180180103075001,,,
GN_1180180102126002,2015-12-23,2015-12-23,
GN_1180180101506705,2012-02-16,2012-02-17,
GN_1180180103762902,2017-08-22,2017-09-05,2020-08-03
GN_1180180104033101,2009-07-01,2009-09-18,2014-10-16
GN_1180180102830704,1995-11-17,,
GN_1180280200902001,2009-01-27,2009-04-16,
GN_1180180103416002,2007-01-01,2007-01-01,2021-07-19
GN_1180180101044302,2003-07-01,2003-11-03,2022-06-27
GN_1180180103069202,2007-06-20,2007-06-20,2024-10-03
GN_1180980900440307,2012-07-12,2012-07-12,2013-12-09
GN_1180180102663612,2013-08-22,2013-11-13,2016-01-12
GN_1180180103825303,2006-09-30,2006-11-22,2012-04-24
GN_1180180103345902,2013-11-06,2014-01-16,2014-12-15
GN_1180180100105901,,,2022-11-22
GN_1180280200868302,2011-01-01,2011-01-01,2015-11-27
GN_1180180103825001,2004-02-04,2004-02-04,2014-09-18
GN_1180980900440208,2012-07-12,2012-07-12,2014-02-19
GN_1180680600091101,2015-10-14,2015-10-14,2018-07-12
GN_1180280200827901,2003-07-01,2003-11-19,
GN_1180180103668301,1998-08-01,,
GN_1180180100830501,,,
GN_1180180101964808,2015-12-14,2015-12-15,
GN_1180280200937401,2011-10-05,2011-11-17,
GN_1180480400114305,2000-06-01,2000-06-08,2022-02-09
GN_1180480400605506,2004-12-28,2004-12-28,
GN_1180180100169201,,,
GN_1180180100039301,,,
GN_1180180103983901,2008-10-24,2008-11-28,2019-10-11
GN_1180180103816701,2003-11-17,2004-07-05,
GN_1180180102184503,2009-05-18,2009-05-18,
GN_1180180100898203,2013-02-13,2013-02-13,2019-10-29
GN_1180480400796402,1995-01-01,,
GN_1180180103729503,2008-06-24,2008-06-24,
GN_1180180103625103,2016-03-02,2016-03-02,2019-05-17
GN_1180480400465302,2009-05-05,2009-05-05,2017-06-01
GN_1180480400951601,2012-09-27,2012-11-22,
GN_1180480400951701,2012-10-01,2012-11-22,
GN_1180480400404502,1997-11-28,,
GN_1180480400832001,1998-01-01,,2020-01-06
GN_1180280200774403,2011-01-01,2011-04-05,2023-09-15
GN_1180280200967702,2023-01-10,2023-01-10,
GN_1180480400487804,2012-12-01,2012-12-01,
GN_1180480400766502,2013-04-01,2013-04-15,2022-12-19
GN_1180480400139703,2005-06-15,2005-06-15,
GN_1180480400834501,1998-07-01,,
GN_1180180100324901,,,2013-04-02
GN_1180180103874301,2010-10-06,2010-10-06,2021-09-14
GN_1180180102885707,2013-08-01,2013-10-08,2018-06-28
GN_1180380300870407,2016-05-31,2016-05-31,2018-08-08
GN_1180180102656805,2012-02-15,2012-02-15,2016-11-16
GN_1180180104298401,2014-10-10,2014-10-01,
GN_1180180100152007,2014-01-01,2014-07-01,2023-11-04
GN_1180380300120703,2015-05-06,2015-05-28,2020-05-18
GN_1180180104279703,2018-11-20,2018-11-21,2020-02-14
GN_1180580500148506,2018-11-23,2018-11-23,2024-01-16
GN_1180180100020806,2023-06-22,2023-06-22,
GN_1180280200840304,2018-12-07,2018-12-07,2020-07-17
GN_1180180103576703,1999-11-24,1999-11-24,
GN_1180280201030001,2019-10-09,2019-10-09,2022-07-19
GN_1180280201030201,2019-10-09,2019-10-09,2021-08-06
GN_1180980900786101,2019-03-14,2019-03-14,2022-03-25
GN_1181881800202301,2021-09-14,2021-10-04,2023-05-31
GN_1180180101591803,2000-11-29,2000-11-29,2018-12-20
GN_1180180103841003,2020-08-13,2020-08-13,
GN_1180480401003101,2021-03-31,2021-03-31,2022-07-20
GN_1180780700470401,2021-07-23,2021-07-23,2022-10-19
GN_1184184100121502,2019-01-18,2019-03-19,2020-03-23
GN_1180980900726404,2019-04-29,2019-04-29,
GN_1180780700463101,2020-12-02,2021-03-09,2021-07-26
GN_1180380300430106,2019-06-18,2019-06-18,
GN_1180180103949402,2019-06-28,2019-05-10,
GN_1180980900012305,2019-05-16,2019-05-16,
GN_1180180104485001,2020-12-22,2020-12-22,2021-11-15
GN_1180280200829201,2003-09-17,2004-01-20,
GN_1180280200829301,2003-09-17,2004-01-20,
GN_1180180104068402,2015-09-25,2015-11-27,2020-06-23
GN_1180180104068403,2022-09-21,2022-09-21,
GN_1184184100477503,2019-08-23,2019-08-12,
GN_1180180102788109,2022-02-25,2022-02-25,
GN_1180180104485101,2020-12-10,2020-12-10,
GN_1180180104348801,2015-11-05,2015-11-05,
GN_1180180104394802,2019-10-30,2019-10-30,2020-03-03
GN_1180980900625005,2019-09-25,2019-09-25,2020-11-23
GN_1180180102385704,2019-09-26,2019-09-26,2024-07-03
GN_1184184100204201,,,2023-04-26
GN_1180280200892201,2008-11-18,2008-12-01,2024-04-16
GN_1180280201019001,2016-03-29,2016-05-19,2020-10-19
GN_1180980900819901,2023-06-16,2023-06-16,
GN_1180180104241401,2012-06-25,2012-06-25,2020-08-21
GN_1180180104241301,2012-06-25,2012-06-25,2020-08-21
GN_1180980900007004,2019-10-10,2019-10-10,
GN_1180180102963202,2019-10-16,2019-10-16,
GN_1184184100193103,2019-10-22,2019-10-22,2021-06-11
GN_1180180103447302,2019-10-10,2019-10-16,
GN_1180180104371602,2019-10-30,2019-10-30,2023-02-01
GN_1183483400055709,2005-11-24,2005-11-24,
GN_1180180100226504,2007-04-18,2007-04-18,
GN_1180180102927904,1999-09-27,1999-12-27,
GN_1180180102099709,2020-01-10,2020-01-10,
GN_1180880800352801,2020-01-21,2020-01-21,2024-02-06
GN_1183383300016202,2001-06-19,2003-07-21,
GN_1180180100685304,2018-02-02,2018-05-18,2020-02-20
GN_1180180101701403,2020-08-31,2020-08-31,2022-07-18
GN_1180380300787105,2020-06-30,2020-06-30,2020-07-13
GN_1184184100079602,2017-10-13,2017-10-13,
GN_1184184100666201,2018-05-31,2018-10-05,2020-08-12
GN_1183283200146001,2020-07-17,2020-07-24,
GN_1180380301275301,2020-10-02,2020-10-02,
GN_1180180102663613,2020-08-05,2020-08-05,2023-06-15
GN_1180680600094201,2021-04-13,2021-04-13,2023-01-23
GN_1180180100269704,2020-09-21,2020-09-21,2023-02-15
GN_1180180104468102,2019-04-01,2019-04-01,
GN_1180180100017405,1999-12-31,2000-01-12,
GN_1180180104410403,2020-10-27,2020-10-27,
GN_1180180102416805,1996-07-01,,
GN_1183283200145801,2020-12-09,2020-12-09,
GN_1180180103362805,2021-06-29,2021-06-29,
GN_1180180100112902,2015-09-25,2015-12-03,
GN_1180180102693903,2010-04-19,2010-05-18,
GN_1180180104382601,2017-10-18,2017-10-31,2022-02-02
GN_1180180103802703,2021-11-30,2021-11-30,2024-03-25
GN_1180180101030003,2023-03-30,2023-03-30,2024-03-21
GN_1180880800242008,2024-05-23,2024-05-23,
GN_1180880800364701,2021-11-29,2021-11-29,2023-04-05
GN_1180380300853503,2021-02-16,2021-02-16,
GN_1180180100432104,2021-03-11,2021-03-16,2021-06-09
GN_1180180102794704,2021-03-19,2021-03-19,
GN_1181181100009707,2021-03-22,2021-03-22,2021-03-31
GN_1180180104241402,2020-08-21,2020-08-21,
GN_1181181100009708,2021-04-06,2021-04-06,
GN_1180180100091505,2008-03-03,2008-03-03,2022-07-28
GN_1180180103326401,1991-07-01,,
GN_1180180103361403,2008-07-15,2008-07-15,
GN_1180480400832002,2021-03-11,2021-03-11,
GN_1180880800315404,2021-11-15,2021-11-15,
GN_1180380301278601,2021-06-29,2021-06-29,2021-09-03
GN_1180380301278701,2021-06-29,2021-06-29,2021-10-18
GN_1180480400812102,2021-06-18,2021-06-17,
GN_1180180104391702,2021-06-21,2021-06-21,2023-07-13
GN_1180780700463301,2021-02-24,2021-07-15,
GN_1180180100177603,2017-05-02,2017-05-05,
GN_1180280200934501,2011-07-01,2011-07-21,
GN_1180180103837102,2018-01-16,2018-01-16,
GN_1180180101058005,2021-03-10,2021-09-29,
GN_1180180103444503,2023-01-26,2023-01-26,
GN_1180180100195403,2022-02-15,2022-02-15,
GN_1180280201048102,2023-01-10,2023-01-10,
GN_1180180104489401,2021-10-12,2021-10-12,
GN_1180780700469401,2021-01-27,2021-01-27,
GN_1180180104290003,2021-10-05,2021-10-27,
GN_1180180104290103,2021-10-05,2021-10-27,
GN_1180180100099605,2021-07-31,2021-10-27,
GN_1180180103544303,2013-06-17,2013-06-19,
GN_1184184100539802,2021-12-09,2021-12-09,
GN_1184184100691902,2022-03-22,2022-03-22,
GN_1180180104530201,2024-01-09,2024-01-09,
GN_1180980900141805,2018-02-16,2018-07-12,
GN_1180180100999401,,,
GN_1180180103721602,2015-09-25,2015-10-26,
GN_1180180103643804,2022-01-28,2022-01-28,
GN_1180380301256903,2022-02-07,2022-02-07,
GN_1180980900796301,2020-09-25,2020-09-25,
GN_1180980900796501,2020-09-30,2020-09-30,2022-05-03
GN_1180980900797002,2022-05-02,2022-05-02,
GN_1180180101551804,2018-03-01,2018-09-27,
GN_1180180101762402,2004-06-23,2004-07-09,
GN_1180980900811801,2024-05-29,2024-05-29,
GN_1184484400273401,2022-03-03,2022-03-01,
GN_1180180102377005,2013-03-15,2013-03-12,2022-03-24
GN_1181181100026201,2021-11-23,2021-11-23,2022-08-11
GN_1180180103067508,2022-04-27,2022-04-27,
GN_1183483400064305,2017-01-04,2017-08-04,2023-07-08
GN_1183183100003203,2019-01-23,2019-01-23,2023-04-20
GN_1180780700469201,2020-06-27,2020-06-27,2024-02-15
GN_1180280200825901,2006-07-01,2006-07-01,
GN_1180280200075802,1991-07-01,,
GN_1180280200821701,2002-09-17,2003-03-06,
GN_1180280200366102,1991-08-01,,
GN_1180180103837702,2018-01-16,2018-02-13,
GN_1180180103837002,2018-01-16,2018-02-13,
GN_1180180103313105,2018-08-02,2018-08-02,
GN_1180180102197905,2021-04-21,2021-04-21,
GN_1180480400890604,2022-06-22,2022-06-22,
GN_1180180103837602,2018-01-16,2018-02-13,
GN_1180980900750601,2014-02-20,2014-02-17,
GN_1180980900750501,2014-02-20,2014-02-17,
GN_1180980900747102,2020-03-09,2020-05-18,
GN_1180180104498201,2022-04-08,2022-07-04,
GN_1180280200430904,2022-08-25,2022-08-25,
GN_1180980900650607,2022-10-04,2022-10-04,
GN_1184184100698501,2022-07-01,,2022-09-14
GN_1184284200247701,2024-07-30,2024-07-30,
GN_1180980900786102,2022-10-04,2022-10-04,
GN_1180880800364502,2023-04-28,2023-04-28,
GN_1180180104581901,2024-10-15,2024-10-15,
GN_1180180100107605,2022-11-24,2022-11-24,2023-12-04
GN_1180980900107404,2012-10-25,2013-02-28,
GN_1180980900697201,2008-03-10,2008-03-20,
GN_1180180104502701,2022-10-14,2022-10-14,
GN_1183183100291001,2023-02-16,2023-02-16,2024-01-31
GN_1180280200763103,2018-01-29,2018-02-05,
GN_1180480401009701,2022-11-29,2023-02-14,
GN_1180380301281701,2022-04-02,2022-04-02,
GN_1180380301281501,2022-04-02,2022-04-02,
GN_1184484400276401,2021-12-28,2021-12-28,
GN_1180180101918703,2016-10-13,2016-10-13,2023-10-05
GN_1183483400064306,2023-07-08,2023-07-08,2025-01-12
GN_1180480400954903,2014-03-07,2014-03-07,2024-03-05
GN_1180180101918503,2016-10-13,2016-10-12,2023-10-05
GN_1180280200601202,2008-10-27,2008-10-27,2024-06-13
GN_1180180100031505,2010-03-02,2010-03-03,2024-07-04
GN_1180180100111806,2016-03-30,2016-06-02,2024-03-21
GN_1180180100192206,2022-07-11,2022-07-11,2023-12-18
GN_1180280200966702,2023-01-10,2023-01-10,
GN_1180280200967902,2023-01-10,2023-01-10,
GN_1180380301283401,2023-06-09,2023-06-09,
GN_1184184100693701,2023-04-25,2023-04-25,
GN_1180180104509201,2023-05-05,2023-05-05,
GN_1180180100234907,2023-05-12,2023-05-12,
GN_1180280201085501,2023-11-07,2023-11-07,
GN_1180180100028204,2024-09-03,2024-09-11,
GN_1180180101512101,,,
GN_1180180101686702,1992-10-05,,
GN_1180180104403202,2023-06-01,2023-06-01,
GN_1180180104518401,2023-06-15,2023-06-15,2024-01-31
GN_1180180104520901,2023-06-16,2023-06-16,
GN_1180180104516901,2023-06-19,2023-06-19,
GN_1180380301283501,2023-06-22,2023-06-22,
GN_1180180104516401,2023-06-26,2023-06-26,
GN_1180180104519801,2023-06-28,2023-06-28,
GN_1184184100188003,2023-07-25,2023-07-25,
GN_1183483400185601,2023-04-05,2023-04-05,
GN_1183483400185801,2023-04-05,2023-04-05,
GN_1180180101592002,,,
GN_1180180100091506,2023-12-19,2023-12-19,
GN_1180280200945103,2024-01-09,2024-01-09,
GN_1180280200943403,2024-01-09,2024-01-09,2024-03-28
GN_1180980900566204,2024-01-23,2024-01-23,
GN_1180280200568405,2024-02-02,2024-02-02,
GN_1180980900737401,2011-12-19,2011-12-19,
GN_1180180104535701,2024-02-23,2024-02-23,
GN_1180180100100406,2024-03-21,2024-03-21,2024-09-04
GN_1180180102116105,2001-11-20,2001-11-19,
GN_1180180104539801,2024-03-14,2024-03-14,2024-10-17
GN_1180180100298701,,,
GN_1180180100298401,,,
GN_1180180100298601,1990-01-01,,
GN_1180180100298201,,,
GN_1180180100298301,,,
GN_1180180100298501,,,
GN_1180180100114901,,,
GN_1180180104298203,2015-09-25,2015-11-27,
GN_1180180104469901,2024-06-19,2024-06-19,
GN_1180180104160601,2011-07-01,2011-07-01,
GN_1180180102192004,2024-07-15,2024-07-15,
GN_1180580500066401,,,
GN_1180180100270207,2024-09-12,2024-09-12,
GN_1180180104572101,2024-08-30,2024-08-30,
GN_1180180104230701,2012-07-01,2012-07-01,
GN_1180180104064301,2010-03-24,2010-04-07,
GN_1180180100101701,,,
GN_1180180104062201,2010-01-26,2010-04-01,
GN_1180180103100701,,,
GN_1180180100614302,1994-08-01,,
GN_1180180100614702,1994-08-01,,
GN_1180180104230801,2012-07-01,2012-07-01,
GN_1180180102343207,2019-01-17,2019-01-17,
GN_1180180100636702,1994-08-01,,
GN_1180180100629002,1994-08-01,,
GN_1180180103803002,2015-09-25,2015-11-27,
GN_1180180100220101,,,
GN_1180180104230901,2012-07-01,2012-07-01,
GN_1180180100613302,1994-08-01,,
GN_1180180100636602,1994-08-01,,
GN_1180180100636502,1994-08-01,,
GN_1180180100101201,,,
GN_1180180100222201,,,
GN_1180180100614902,1994-08-01,,
GN_1180180100636402,1994-08-01,,
GN_1180180100633402,1994-08-01,,
GN_1180180100636802,1994-08-01,,
GN_1180180100636302,1994-08-01,,
GN_1180180100324801,,,
GN_1180180103802902,2015-09-26,2015-10-23,
